Name,Platform,Follow,Link,CAT,Status
Thảo Nhi,Facebook,20258,https://www.facebook.com/100004895441474,Micro Influencer,
Thảo Đỗ,Facebook,13592,https://www.facebook.com/100003120556417,Micro Influencer,
Mi Ngân,Facebook,48657,https://www.facebook.com/100010622859745,Micro Influencer,
Thương Trần,Facebook,20120,https://www.facebook.com/100004277136680,Micro Influencer,
Đinh Ngọc Phi Linh,Facebook,32087,https://www.facebook.com/100007175957754,Micro Influencer,
Vũ Thu Hương,Facebook,50266,https://www.facebook.com/100003123741495,Micro Influencer,
Phong Thanh Lê,Facebook,88613,https://www.facebook.com/100010401075093,Micro Influencer,
Phương Hương Lê,Facebook,91103,https://www.facebook.com/100011280331151,Micro Influencer,
Chau H Tran,Facebook,60622,https://www.facebook.com/100002417461998,Micro Influencer,
Võ Phương Anh,Facebook,58693,https://www.facebook.com/100002715528522,Micro Influencer,
Nhi Nguyễn,Facebook,28557,https://www.facebook.com/100006973206500,Micro Influencer,
Nguyễn Thụy Phương Thùy,Facebook,77411,https://www.facebook.com/100001854042903,Micro Influencer,
Tran MyMy,Facebook,28092,https://www.facebook.com/100003624538660,Micro Influencer,
Khánh Ngọc,Facebook,6084,https://www.facebook.com/100004079267432,Micro Influencer,
Võ Duy Chiêu Anh,Facebook,98724,https://www.facebook.com/1841187044,Micro Influencer,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Micro Influencer,
Nguyễn Thị Bích Nga,Facebook,54157,https://www.facebook.com/100000032596152,Micro Influencer,
Nguyễn Trường Cơ,Facebook,55885,https://www.facebook.com/100001958568312,Micro Influencer,
Lưu Ly,Facebook,59165,https://www.facebook.com/100006474646306,Micro Influencer,
Dương Kim Kha,Facebook,26578,https://www.facebook.com/100001486097444,Micro Influencer,
Lê Hoàng Diệu Linh,Facebook,16118,https://www.facebook.com/100009705256823,Micro Influencer,
Đỗ Võ Hồng Ngọc,Facebook,72557,https://www.facebook.com/100014837319605,Micro Influencer,
Thiều Lệ Thu,Facebook,18607,https://www.facebook.com/100002099388149,Micro Influencer,
Thiều Thu Thảo,Facebook,39096,https://www.facebook.com/100002103991817,Micro Influencer,
Lê Liễu,Facebook,81301,https://www.facebook.com/100000338802412,Micro Influencer,
Dương Kim Kha,Facebook,26578,https://www.facebook.com/100001486097444,Micro Influencer,
Nghiêm Hoàng Diễm Anh,Facebook,102448,https://www.facebook.com/100005285672661,Micro Influencer,
Trịnh Nhuận,Facebook,34954,https://www.facebook.com/100003804137092,Micro Influencer,
Văn Thị Mỹ Huyền,Facebook,20600,https://www.facebook.com/100004021968324,Micro Influencer,
Ho Ngoc Nhu,Facebook,17705,https://www.facebook.com/100000295968369,Micro Influencer,
Minh Thuỳ,Facebook,33794,https://www.facebook.com/100011592820150,Micro Influencer,
Đoàn Thị Thu Vân,Facebook,48556,https://www.facebook.com/100004338360792,Micro Influencer,
Nga Thuý Nguyễn,Facebook,91232,https://www.facebook.com/100009267324866,Micro Influencer,
Nga Thuý Nguyễn,Facebook,91232,https://www.facebook.com/100009267324866,Micro Influencer,
Linh Phạm,Facebook,62771,https://www.facebook.com/100006250388721,Micro Influencer,
Trương Thái Thuỳ Dương,Facebook,30182,https://www.facebook.com/100009121474405,Micro Influencer,
Linh Phạm,Facebook,62771,https://www.facebook.com/100006250388721,Micro Influencer,
Hồ Ngọc Hằng,Facebook,65615,https://www.facebook.com/100001046465648,Micro Influencer,
Mộng Tuyền Nguyễn,Facebook,59393,https://www.facebook.com/100003131800673,Micro Influencer,
Nguyễn Thị Thán Uy,Facebook,65383,https://www.facebook.com/100009140476151,Micro Influencer,
Huyền Trân Trần,Facebook,55319,https://www.facebook.com/100002894889142,Micro Influencer,
Nga Thuý Nguyễn,Facebook,91232,https://www.facebook.com/100009267324866,Micro Influencer,
Thiều Lệ Thu,Facebook,18607,https://www.facebook.com/100002099388149,Micro Influencer,
Đoàn Thị Thu Vân,Facebook,48556,https://www.facebook.com/100004338360792,Micro Influencer,
Phạm Ngọc Linh,Facebook,54802,https://www.facebook.com/100001502569167,Micro Influencer,
Phạm Yến Linh,Facebook,72856,https://www.facebook.com/100002733048856,Micro Influencer,
Hoàng Mai,Facebook,38013,https://www.facebook.com/100010392972313,Micro Influencer,
Hoàng Thị Phương Thảo,Facebook,88344,https://www.facebook.com/100004080040114,Micro Influencer,
Trần Nguyễn Thanh Vân,Facebook,51387,https://www.facebook.com/100006418754233,Micro Influencer,
Dương Thảo Nhi,Facebook,55299,https://www.facebook.com/100005156974101,Micro Influencer,
Nguyễn Thị Thán Uy,Facebook,65383,https://www.facebook.com/100009140476151,Micro Influencer,
Nguyễn Thùy Mai Thương,Facebook,64372,https://www.facebook.com/100001392780459,Micro Influencer,
Ho Ngoc Nhu,Facebook,17705,https://www.facebook.com/100000295968369,Micro Influencer,
Nguyễn Thị Bích Nga,Facebook,54157,https://www.facebook.com/100000032596152,Micro Influencer,
Vi Tiên,Facebook,50846,https://www.facebook.com/100007451769185,Micro Influencer,
Hồng Nhiên,Facebook,36561,https://www.facebook.com/100003624584683,Micro Influencer,
Huyền Trân Trần,Facebook,55319,https://www.facebook.com/100002894889142,Micro Influencer,
Hưng Ngô,Facebook,48137,https://www.facebook.com/100000688240157,Micro Influencer,
Nguyễn Thanh Thuỷ Tiên,Facebook,30502,https://www.facebook.com/100004210872034,Micro Influencer,
Thảo Nhi,Facebook,20258,https://www.facebook.com/100004895441474,Micro Influencer,
Võ Phương Anh,Facebook,58693,https://www.facebook.com/100002715528522,Micro Influencer,
Trần Thảo Hiền,Facebook,176090,https://www.facebook.com/100007417320722,Micro Influencer,
Tín Nguyễn,Facebook,34023,https://www.facebook.com/100003856921291,Micro Influencer,
Võ Minh Chí,Facebook,34143,https://www.facebook.com/100008639409563,Micro Influencer,
Nguyễn Phương Dung,Facebook,110548,https://www.facebook.com/100004068763801,Micro Influencer,
Hằng Trần,Facebook,3328,https://www.facebook.com/100004440480586,Micro Influencer,
Hưng Ngô,Facebook,48137,https://www.facebook.com/100000688240157,Micro Influencer,
Lý Ngô,Facebook,64323,https://www.facebook.com/100000461064498,Micro Influencer,
Hằng Trần,Facebook,3328,https://www.facebook.com/100004440480586,Micro Influencer,
Nguyễn Thủy Tiên,Facebook,30498,https://www.facebook.com/100004772057891,Micro Influencer,
Ngoc Linh Pham,Facebook,32709,https://www.facebook.com/100006339974468,Micro Influencer,
Trần Thảo Hiền,Facebook,176090,https://www.facebook.com/100007417320722,Micro Influencer,
Uyên Bi,Facebook,135679,https://www.facebook.com/100003637454885,Micro Influencer,
Hà Bảo Ngọc,Facebook,132504,https://www.facebook.com/100002706913557,Micro Influencer,
Vũ Thu Hương,Facebook,50266,https://www.facebook.com/100003123741495,Micro Influencer,
Phạm Thị Thùy Trang,Facebook,50414,https://www.facebook.com/100005795742694,Micro Influencer,
Xuân Cường Nguyễn,Facebook,31220,https://www.facebook.com/100002474703446,Micro Influencer,
Ca Nha Tran,Facebook,8612,https://www.facebook.com/100010759505235,Micro Influencer,
Nguyễn Thanh Thuỷ Tiên,Facebook,30502,https://www.facebook.com/100004210872034,Micro Influencer,
Trịnh Nhuận,Facebook,34954,https://www.facebook.com/100003804137092,Micro Influencer,
Linh Phạm,Facebook,62771,https://www.facebook.com/100006250388721,Micro Influencer,
Trương Thái Thuỳ Dương,Facebook,30182,https://www.facebook.com/100009121474405,Micro Influencer,
Nhung Hoàng,Facebook,35299,https://www.facebook.com/100004129212820,Micro Influencer,
Phạm Ngọc Linh,Facebook,54802,https://www.facebook.com/100001502569167,Micro Influencer,
Lý Ngô,Facebook,64323,https://www.facebook.com/100000461064498,Micro Influencer,
Tín Nguyễn,Facebook,34023,https://www.facebook.com/100003856921291,Micro Influencer,
Thuỳ Giang,Facebook,31608,https://www.facebook.com/100007892589883,Micro Influencer,
Nguyễn Trường Cơ,Facebook,55885,https://www.facebook.com/100001958568312,Micro Influencer,
Thúy Hoàn Trần,Facebook,56121,https://www.facebook.com/100004533191525,Micro Influencer,
Hoàng Thị Phương Thảo,Facebook,88344,https://www.facebook.com/100004080040114,Micro Influencer,
Nguyễn Ngọc Thảo Nhi,Facebook,38422,https://www.facebook.com/100003796849476,Micro Influencer,
Thuỳ Giang,Facebook,31608,https://www.facebook.com/100007892589883,Micro Influencer,
Nguyễn Tuấn Hưng,Facebook,136132,https://www.facebook.com/100002278307905,Micro Influencer,
Diệu Minh,Facebook,9248,https://www.facebook.com/100011347819658,Micro Influencer,
Xuân Cường Nguyễn,Facebook,31220,https://www.facebook.com/100002474703446,Micro Influencer,
Hạ Mi,Facebook,32849,https://www.facebook.com/100002631253633,Micro Influencer,
Nhi Rose,Facebook,47476,https://www.facebook.com/100005674204559,Micro Influencer,
Hà Naga,Facebook,110751,https://www.facebook.com/100000299380498,Micro Influencer,
Uyên Bi,Facebook,135679,https://www.facebook.com/100003637454885,Micro Influencer,
Vũ Thu Hương,Facebook,50266,https://www.facebook.com/100003123741495,Micro Influencer,
Dương Văn Tuyên,Facebook,49475,https://www.facebook.com/100001727274865,Micro Influencer,
Minh Nguyet,Facebook,69710,https://www.facebook.com/100004521067824,Micro Influencer,
Võ Duy Chiêu Anh,Facebook,98724,https://www.facebook.com/1841187044,Micro Influencer,
Thiên Ân,Facebook,49320,https://www.facebook.com/100000073085774,Micro Influencer,
Ánh Phượng,Facebook,5690,https://www.facebook.com/100004020189874,Micro Influencer,
Hà Vũ,Facebook,87626,https://www.facebook.com/100004467457434,Micro Influencer,
Trần Nguyễn Thanh Vân,Facebook,51387,https://www.facebook.com/100006418754233,Micro Influencer,
Hồng Nhiên,Facebook,36561,https://www.facebook.com/100003624584683,Micro Influencer,
An Kute,Facebook,81556,https://www.facebook.com/100006256383532,Micro Influencer,
Thảo Đỗ,Facebook,13592,https://www.facebook.com/100003120556417,Micro Influencer,
Hoàng Mai,Facebook,38013,https://www.facebook.com/100010392972313,Micro Influencer,
Lê Liễu,Facebook,81301,https://www.facebook.com/100000338802412,Micro Influencer,
Nguyễn Lê Hà Uyên,Facebook,65018,https://www.facebook.com/100001827501140,Micro Influencer,
Diệu Minh,Facebook,9248,https://www.facebook.com/100011347819658,Micro Influencer,
Mộng Tuyền Nguyễn,Facebook,59393,https://www.facebook.com/100003131800673,Micro Influencer,
Thanh Hằng,Facebook,8795,https://www.facebook.com/100016457237481,Micro Influencer,
Phạm Thị Thùy Trang,Facebook,50414,https://www.facebook.com/100005795742694,Micro Influencer,
Lê Xuân Tú,Facebook,16510,https://www.facebook.com/100004262978760,Specialist/Professional Influencer,
Nguyễn Đức Chiến,Facebook,7503,https://www.facebook.com/100004760013695,Specialist/Professional Influencer,
Nguyễn Thành Chung,Facebook,435166,https://www.facebook.com/100002839014356,Specialist/Professional Influencer,
Trần Danh Trung,Facebook,62867,https://www.facebook.com/100030414182860,Specialist/Professional Influencer,
Dat Nguyen Van,Facebook,6849,https://www.facebook.com/100006923802456,Specialist/Professional Influencer,
Tấn Tài,Facebook,62662,https://www.facebook.com/100005479062548,Specialist/Professional Influencer,
Trần Đình Trọng,Facebook,1004594,https://www.facebook.com/100004925382072,Specialist/Professional Influencer,
Đinh Thanh Bình,Facebook,24106,https://www.facebook.com/100003139419343,Specialist/Professional Influencer,
Nguyễn Quang Hải,Facebook,2151839,https://www.facebook.com/100004375004313,Specialist/Professional Influencer,
Hà Đức Chinh,Facebook,1683663,https://www.facebook.com/100005234683489,Specialist/Professional Influencer,
Bùi Tiến Dụng,Facebook,1086899,https://www.facebook.com/100003896010673,Specialist/Professional Influencer,
Đoàn Văn Hậu,Facebook,1273860,https://www.facebook.com/100004366982560,Specialist/Professional Influencer,
Phan Văn Biểu,Facebook,20630,https://www.facebook.com/100004079711690,Specialist/Professional Influencer,
Dương Thảo Nhi,Facebook,55299,https://www.facebook.com/100005156974101,Micro Influencer,
Huyền Trân Trần,Facebook,55319,https://www.facebook.com/100002894889142,Micro Influencer,
Hải Băng,Facebook,375136,https://www.facebook.com/100001879087058,Micro Influencer,
Hà Bảo Ngọc,Facebook,132504,https://www.facebook.com/100002706913557,Micro Influencer,
Hùng Thuận Nguyễn,Facebook,153098,https://www.facebook.com/100000042020070,Micro Influencer,
Hoàng Thị Phương Thảo,Facebook,88344,https://www.facebook.com/100004080040114,Micro Influencer,
Leu Phuong Anh,Facebook,84559,https://www.facebook.com/100001131635765,Micro Influencer,
Uyên Bi,Facebook,135679,https://www.facebook.com/100003637454885,Micro Influencer,
Chau H Tran,Facebook,60622,https://www.facebook.com/100002417461998,Micro Influencer,
Nguyễn Trí Cát Tường,Facebook,363230,https://www.facebook.com/100001696609485,Celeb/VIP,
Nguyễn Huyền,Facebook,73774,https://www.facebook.com/100005631726386,Micro Influencer,
Hiep Hoa Nguyen,Facebook,315836,https://www.facebook.com/100000466245517,Celeb/VIP,
Lê Dương Bảo Lâm,Facebook,810696,https://www.facebook.com/100003962934819,Celeb/VIP,
Trang Trần,Facebook,591737,https://www.facebook.com/100002657453705,Celeb/VIP,
Huỳnh Phương Khanh,Facebook,450749,https://www.facebook.com/100005489832015,Celeb/VIP,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Micro Influencer,
Phạm Yến Linh,Facebook,72856,https://www.facebook.com/100002733048856,Micro Influencer,
Hoàng Thị Mỹ Hương,Facebook,56484,https://www.facebook.com/100005375089377,Micro Influencer,
Thanh Thảo,Facebook,54791,https://www.facebook.com/100004660664394,Micro Influencer,
Nguyễn Thị Thán Uy,Facebook,65383,https://www.facebook.com/100009140476151,Micro Influencer,
Nguyễn Lê Hà Uyên,Facebook,65018,https://www.facebook.com/100001827501140,Micro Influencer,
Trần Thảo Hiền,Facebook,176090,https://www.facebook.com/100007417320722,Micro Influencer,
Diệp Bảo Ngọc,Facebook,298514,https://www.facebook.com/100004170813482,Micro Influencer,
Diệu Nhi,Facebook,657302,https://www.facebook.com/100000874722731,Celeb/VIP,
Hà Naga,Facebook,110751,https://www.facebook.com/100000299380498,Micro Influencer,
Nguyễn Hà My,Facebook,776933,https://www.facebook.com/100000111052259,Celeb/VIP,
Han Ky Nguyen,Facebook,216588,https://www.facebook.com/100007462262924,Celeb/VIP,
Nguyễn Thị Thán Uy,Facebook,65383,https://www.facebook.com/100009140476151,Micro Influencer,
Quỳnh Gino,Facebook,57400,https://www.facebook.com/100005684822976,Micro Influencer,
Mộng Tuyền Nguyễn,Facebook,59393,https://www.facebook.com/100003131800673,Micro Influencer,
Phạm Thị Thanh Vân,Facebook,485684,https://www.facebook.com/1131143118,Celeb/VIP,
Võ Duy Chiêu Anh,Facebook,98724,https://www.facebook.com/1841187044,Micro Influencer,
Linh Phạm,Facebook,62771,https://www.facebook.com/100006250388721,Micro Influencer,
Hồ Ngọc Hằng,Facebook,65615,https://www.facebook.com/100001046465648,Micro Influencer,
Nguyễn Thị Quỳnh,Facebook,95424,https://www.facebook.com/100005509728188,Micro Influencer,
Nguyễn Thu Hương,Facebook,202897,https://www.facebook.com/100002262743138,Micro Influencer,
Tu Lam Kha,Facebook,207225,https://www.facebook.com/100004599752621,Micro Influencer,
Hồng Nhung,Facebook,134618,https://www.facebook.com/100001605442079,Micro Influencer,
Trang Võ,Facebook,107768,https://www.facebook.com/100004510534129,Micro Influencer,
Hồng Nhung Nguyễn,Facebook,211912,https://www.facebook.com/100003988022319,Micro Influencer,
Quý Nguyễn,Facebook,49348,https://www.facebook.com/100000718348778,Micro Influencer,
Nguyễn Thụy Hoài Mơ,Facebook,216495,https://www.facebook.com/100003142307134,Micro Influencer,
Nguyễn Thụy Hoài Mơ,Facebook,216495,https://www.facebook.com/100003142307134,Micro Influencer,
Trần Thị Diệu Hiền,Facebook,17824,https://www.facebook.com/100011174499861,Micro Influencer,
Nguyễn Minh Thuỷ,Facebook,182709,https://www.facebook.com/100000447684593,Micro Influencer,
Nụ Thị Phạm,Facebook,171511,https://www.facebook.com/100006225902233,Micro Influencer,
Tran Ngoc Yen,Facebook,118900,https://www.facebook.com/100001627090227,Micro Influencer,
Tu Lam Kha,Facebook,207225,https://www.facebook.com/100004599752621,Micro Influencer,
Rita Trần,Facebook,204019,https://www.facebook.com/1604596120,Micro Influencer,
Nguyen Thuy Bac,Facebook,119064,https://www.facebook.com/1349169636,Micro Influencer,
Nguyễn Thị Thu Đông,Facebook,60778,https://www.facebook.com/100005290507562,Micro Influencer,
Trang Huyền,Facebook,225100,https://www.facebook.com/100006059135882,Micro Influencer,
Tran Ngoc Yen,Facebook,118900,https://www.facebook.com/100001627090227,Micro Influencer,
Yen Nguyen,Facebook,133283,https://www.facebook.com/1365971724,Micro Influencer,
Ngo Loi,Facebook,56389,https://www.facebook.com/100004826378696,Micro Influencer,
Tran Ngoc Yen,Facebook,118900,https://www.facebook.com/100001627090227,Micro Influencer,
Hien Nguyen Ngoc,Facebook,163199,https://www.facebook.com/100004507470778,Micro Influencer,
Minh Nguyễn,Facebook,76959,https://www.facebook.com/100000575198518,Micro Influencer,
Lê Thị Phượng,Facebook,207151,https://www.facebook.com/100004966026889,Micro Influencer,
Đinh Thụy,Facebook,140512,https://www.facebook.com/100000691883195,Micro Influencer,
Nguyễn Thanh Huyền,Facebook,133935,https://www.facebook.com/100003825171852,Micro Influencer,
Rita Trần,Facebook,204019,https://www.facebook.com/1604596120,Micro Influencer,
Nguyễn Hoàng Minh Thúy,Facebook,96266,https://www.facebook.com/1810181763,Micro Influencer,
Nguyễn Thị Thu Đông,Facebook,60778,https://www.facebook.com/100005290507562,Micro Influencer,
Thanh Thảo,Facebook,57133,https://www.facebook.com/1419834457,Micro Influencer,
Nguyễn Thuý Hằng,Facebook,245005,https://www.facebook.com/100000088513227,Micro Influencer,
Thu Nga Nguyen,Facebook,203955,https://www.facebook.com/100000271946723,Micro Influencer,
Lâm Ngo,Facebook,61330,https://www.facebook.com/100002977232180,Micro Influencer,
Nguyễn Minh Thuỷ,Facebook,182709,https://www.facebook.com/100000447684593,Micro Influencer,
Hien Nguyen Ngoc,Facebook,163199,https://www.facebook.com/100004507470778,Micro Influencer,
Hien Nguyen Ngoc,Facebook,163199,https://www.facebook.com/100004507470778,Micro Influencer,
Đinh Thụy,Facebook,140512,https://www.facebook.com/100000691883195,Micro Influencer,
Trang Võ,Facebook,107768,https://www.facebook.com/100004510534129,Micro Influencer,
Nguyễn Hoàng Minh Thúy,Facebook,96266,https://www.facebook.com/1810181763,Micro Influencer,
Lê Thanh Hải,Facebook,54282,https://www.facebook.com/100004535406296,Micro Influencer,
Đinh Thụy,Facebook,140512,https://www.facebook.com/100000691883195,Micro Influencer,
Nguyễn Thị Quỳnh,Facebook,95424,https://www.facebook.com/100005509728188,Micro Influencer,
Nguyễn Minh Thuỷ,Facebook,182709,https://www.facebook.com/100000447684593,Micro Influencer,
Lê Thị Xuân,Facebook,91088,https://www.facebook.com/100004344930457,Micro Influencer,
Lê Thị Phượng,Facebook,207151,https://www.facebook.com/100004966026889,Micro Influencer,
Thoa Trần,Facebook,150283,https://www.facebook.com/100001089144670,Micro Influencer,
Thu Trang Vũ,Facebook,172920,https://www.facebook.com/100003154914021,Micro Influencer,
Linh Gia Nhím,Facebook,97806,https://www.facebook.com/100000578800959,Micro Influencer,
Nguyễn Thuý Hằng,Facebook,245005,https://www.facebook.com/100000088513227,Micro Influencer,
Trang Vo Le,Facebook,190725,https://www.facebook.com/100001528376207,Micro Influencer,
Lâm Ngo,Facebook,61330,https://www.facebook.com/100002977232180,Micro Influencer,
Lê Thị Phượng,Facebook,207151,https://www.facebook.com/100004966026889,Micro Influencer,
Vũ Thanh Huyền,Facebook,176069,https://www.facebook.com/100003860397610,Micro Influencer,
Nguyễn Thu Hương,Facebook,202897,https://www.facebook.com/100002262743138,Micro Influencer,
Thu Trang Vũ,Facebook,172920,https://www.facebook.com/100003154914021,Micro Influencer,
Lê Thị Phượng,Facebook,207151,https://www.facebook.com/100004966026889,Micro Influencer,
Lê Thanh Hải,Facebook,54282,https://www.facebook.com/100004535406296,Micro Influencer,
Lieu Tran,Facebook,139439,https://www.facebook.com/100003943474310,Micro Influencer,
Hồng Nhung Nguyễn,Facebook,211912,https://www.facebook.com/100003988022319,Micro Influencer,
Tran Hoang Anh Nguyet,Facebook,144106,https://www.facebook.com/100000216274240,Micro Influencer,
Tran Ngoc Yen,Facebook,118900,https://www.facebook.com/100001627090227,Micro Influencer,
Vũ Thị Nụ,Facebook,84709,https://www.facebook.com/100001055172211,Micro Influencer,
Hoàng Gấu,Facebook,107304,https://www.facebook.com/100002952919951,Micro Influencer,
Nguyễn Trần Vân Anh,Facebook,97857,https://www.facebook.com/100005977567410,Micro Influencer,
Nguyễn Thị Hiền,Facebook,105321,https://www.facebook.com/100012757356366,Micro Influencer,
Đinh Thụy,Facebook,140512,https://www.facebook.com/100000691883195,Micro Influencer,
Lê Hồng Hạnh,Facebook,157797,https://www.facebook.com/1588401449,Micro Influencer,
Nguyễn Thuý Hằng,Facebook,245005,https://www.facebook.com/100000088513227,Micro Influencer,
Đinh Thu Thuỷ,Facebook,10360,https://www.facebook.com/100012899381744,Micro Influencer,
Thúy Nguyễn,Facebook,164667,https://www.facebook.com/100003088237603,Micro Influencer,
Lieu Tran,Facebook,139439,https://www.facebook.com/100003943474310,Micro Influencer,
Kelly Huynh,Facebook,110396,https://www.facebook.com/100002561182666,Micro Influencer,
Lê Thị Phương Hạnh,Facebook,161325,https://www.facebook.com/728422155,Micro Influencer,
Vũ Nguyệt Thư,Facebook,169356,https://www.facebook.com/100003215154391,Micro Influencer,
Nguyễn Bích Thủy,Facebook,65040,https://www.facebook.com/100003529142341,Micro Influencer,
Thuỳ Nhiên Hoàng Thị,Facebook,154946,https://www.facebook.com/100000726764323,Micro Influencer,
Đỗ Hiền,Facebook,126166,https://www.facebook.com/100000001126549,Micro Influencer,
Thu Trang Vũ,Facebook,172920,https://www.facebook.com/100003154914021,Micro Influencer,
Hồng Nhung,Facebook,134618,https://www.facebook.com/100001605442079,Micro Influencer,
Thúy Nguyễn,Facebook,164667,https://www.facebook.com/100003088237603,Micro Influencer,
Nguyễn Thu Hương,Facebook,202897,https://www.facebook.com/100002262743138,Micro Influencer,
Kelly Huynh,Facebook,110396,https://www.facebook.com/100002561182666,Micro Influencer,
Le Hong Lam,Facebook,61948,https://www.facebook.com/1395810416,Specialist/Professional Influencer,
Phi Nhung Pham,Facebook,1463949,https://www.facebook.com/117989061598706,Celeb/VIP,
Võ Hoài Linh,Facebook,10385394,https://www.facebook.com/214844668615782,Celeb/VIP,
Ly Hai Minh Ha,Facebook,5905475,https://www.facebook.com/152760764768061,Celeb/VIP,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,Celeb/VIP,
Ưng Hoàng Phúc,Facebook,1629219,https://www.facebook.com/116126149275,Celeb/VIP,
Quyền Linh,Facebook,625088,https://www.facebook.com/100002584029040,Celeb/VIP,
Lâm Minh Chánh,Facebook,70628,https://www.facebook.com/100002325003361,Celeb/VIP,
Nguyễn Tiến Luật,Facebook,661312,https://www.facebook.com/100000437680117,Celeb/VIP,
Gia Đình Đăng Khôi,Facebook,1098783,https://www.facebook.com/633992263386921,Celeb/VIP,
Trang Huyền,Facebook,225100,https://www.facebook.com/100006059135882,Celeb/VIP,
Trí Minh Hoàng,Facebook,70576,https://www.facebook.com/754018830,Celeb/VIP,
Huỳnh Lập,Facebook,777871,https://www.facebook.com/100000928899080,Celeb/VIP,
Tang Thanh Ha,Facebook,113092,https://www.facebook.com/1409126692,Celeb/VIP,
Tuấn Hưng,Facebook,4255865,https://www.facebook.com/518043098235865,Celeb/VIP,
TS. LÊ THẨM DƯƠNG,Facebook,2497718,https://www.facebook.com/1443043085968935,Specialist/Professional Influencer,
Sơn Đức Nguyễn,Facebook,73354,https://www.facebook.com/637234909,Celeb/VIP,
CẨM LY,Facebook,2975277,https://www.facebook.com/131117701200,Celeb/VIP,
 ,Facebook, ,https://www.facebook.com/nguyen.halit,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/hieublockchain,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/ktsgroupkiemtienso,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/eddat185,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/phantung0,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/xaydungnhanhieu,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/smithvider,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/LeNinTradecoinunderground/,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/thangbitcoin9,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/LStevenIG,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/PhamDong1969,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/nambabytrader,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/mrdongvn,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/profile.php?id=100009380712976,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/youngandrick,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/nguyenanhhoan.win,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/nguyentiendang1987,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/anhbtc,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/mrtrinh2910,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/profile.php?id=100027243200134,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/vandinhhoa.edu.vn,Blockchain-Crypto,
 ,Facebook, ,https://www.facebook.com/trungvanhoang1989,Blockchain-Crypto,
Huong Giang,Facebook,30835,https://www.facebook.com/1584345319,Beauty & Fashion,
Trần Quang Đại,Facebook,221773,https://www.facebook.com/622516125,Beauty & Fashion,
Lý Mỹ Oanh,Facebook,76804,https://www.facebook.com/100001477334651,Beauty & Fashion,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Beauty & Fashion,
HannahOlala,Facebook,368297,https://www.facebook.com/1298967510120245,Beauty & Fashion,
Angela Phương Trinh,Facebook,1020071,https://www.facebook.com/100005046462588,Beauty & Fashion,
Lê Tú Vi,Facebook,657368,https://www.facebook.com/100002947761648,Beauty & Fashion,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Beauty & Fashion,
Hà Bảo Ngọc,Facebook,132504,https://www.facebook.com/100002706913557,Beauty & Fashion,
Lien Anh Nguyen,Facebook,38991,https://www.facebook.com/1753133221,Beauty & Fashion,
Hà Bảo Ngọc,Facebook,132504,https://www.facebook.com/100002706913557,Beauty & Fashion,
Tuệ Nghi,Facebook,312752,https://www.facebook.com/523414524,Beauty & Fashion,
Chiêm Quốc Thái,Facebook,80014,https://www.facebook.com/100005232690692,Beauty & Fashion,
Phạm Quỳnh Anh,Facebook,411570,https://www.facebook.com/564853078,Beauty & Fashion,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Beauty & Fashion,
Angela Phương Trinh,Facebook,1020071,https://www.facebook.com/100005046462588,Beauty & Fashion,
Hana Giang Anh,Facebook,286156,https://www.facebook.com/599289810147056,Beauty & Fashion,
Hoa Hậu Ngọc Hân,Facebook,407621,https://www.facebook.com/311588942300351,Beauty & Fashion,
Trần Ngọc Anh,Facebook,115316,https://www.facebook.com/100007580297307,Beauty & Fashion,
Lý Mỹ Oanh,Facebook,76804,https://www.facebook.com/100001477334651,Beauty & Fashion,
Phạm Thị Thanh Vân,Facebook,485684,https://www.facebook.com/1131143118,Beauty & Fashion,
Lien Anh Nguyen,Facebook,38991,https://www.facebook.com/1753133221,Beauty & Fashion,
Nguyễn Ngọc Thuý Diễm,Facebook,1102262,https://www.facebook.com/1629319941,Beauty & Fashion,
